SNRs,Gid,addrs,bssid,time 
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:26.904913
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:26.918284
"[33, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:47:26.934960
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:26.945368
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:26.956088
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:47:26.965994
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:26.976150
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:26.986940
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.007630
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.020271
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.030790
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.040639
"[33, 34, 39]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.060554
"[35, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.071107
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.083659
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.094541
"[33, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.105094
"[41, 44, 35]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.115159
"[37, 35, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.125270
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.135568
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.149075
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.169255
"[35, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.180009
"[41, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.192261
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.202748
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.233681
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.244051
"[34, 40, 41]",140,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.265789
"[35, 35, 38]",141,"['ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:67:f5', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.272048
"[37, 40, 38]",142,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:a6:f9', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.276660
[34],6,['ac:e0:10:7f:69:db'],18:64:72:7e:a8:70,2016-07-14T11:47:27.282549
[38],52,['48:e2:44:92:3a:25'],18:64:72:7e:a8:70,2016-07-14T11:47:27.286695
[36],50,['ac:e0:10:7f:67:f5'],18:64:72:7e:a8:70,2016-07-14T11:47:27.287289
"[32, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.288165
"[41, 44, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.298712
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.317280
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.327692
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.347854
"[35, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.358320
"[41, 44, 39]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.372222
"[33, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.382564
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.412318
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.421425
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.449573
"[41, 44, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.460190
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.480621
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.490863
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.500009
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.513510
"[35, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.519426
"[41, 44, 39]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.537712
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.548136
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.558635
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.578334
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.592869
"[33, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.619356
"[40, 44, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.633458
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.653669
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.664601
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.684933
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.695042
"[37, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.708661
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.719637
"[33, 36, 41]",143,"['48:e2:44:b1:2c:4f', '48:e2:44:b1:2d:3b', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.723962
"[33, 34, 44]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.741683
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.754590
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.764855
"[33, 40, 36]",71,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:b5:2d']",19:64:72:7e:a8:70,2016-07-14T11:47:27.779584
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.787652
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.798349
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.819053
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.830751
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:27.850321
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.860590
"[41, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:27.870733
"[33, 34, 35]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.880818
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.910650
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.922763
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:27.942765
"[41, 39, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:27.953398
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:27.973321
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:27.983618
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:47:28.008371
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.018648
"[40, 43, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:28.031395
"[33, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.046142
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.060062
"[33, 34, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.070600
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.081106
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.091177
"[33, 34, 40]",144,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.111858
"[41, 37, 37]",145,"['ac:e0:10:7f:b6:3b', '48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.125084
"[33, 39, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.133629
"[38, 35, 41]",80,"['a8:a7:95:20:0e:ad', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.147064
"[34, 37, 36]",146,"['ac:e0:10:7f:69:db', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.166716
"[37, 38, 42]",75,"['48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.177001
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.186873
"[33, 41, 40]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.197312
"[35, 34, 35]",148,"['ac:e0:10:7f:b5:2d', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.207686
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.238470
"[37, 38, 42]",96,"['48:e2:44:92:3a:25', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.249245
"[33, 41, 40]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.259558
"[33, 34, 40]",144,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.268626
"[41, 37, 36]",145,"['ac:e0:10:7f:b6:3b', '48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.279119
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.291930
"[38, 35, 41]",80,"['a8:a7:95:20:0e:ad', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.304836
"[34, 37, 35]",146,"['ac:e0:10:7f:69:db', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.329544
"[36, 38, 41]",75,"['48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.345820
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.353650
"[33, 41, 40]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.364356
"[36, 33, 35]",148,"['ac:e0:10:7f:b5:2d', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.374891
"[33, 33, 36]",78,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.399493
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.410142
"[37, 38, 42]",96,"['48:e2:44:92:3a:25', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.421635
"[33, 41, 40]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.431932
"[33, 33, 40]",144,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.441043
"[37, 37, 37]",145,"['ac:e0:10:7f:b6:3b', '48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.454377
"[34, 39, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.464819
"[38, 35, 42]",80,"['a8:a7:95:20:0e:ad', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.476101
"[34, 37, 36]",146,"['ac:e0:10:7f:69:db', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.497311
"[37, 38, 41]",75,"['48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.508363
"[35, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.517989
"[33, 41, 44]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.530865
"[35, 34, 35]",148,"['ac:e0:10:7f:b5:2d', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.541184
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:28.559889
"[33, 33, 37]",78,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.565615
"[37, 38, 41]",96,"['48:e2:44:92:3a:25', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.587077
"[33, 41, 44]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.597198
"[33, 34, 40]",144,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.607877
"[41, 37, 36]",145,"['ac:e0:10:7f:b6:3b', '48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.620643
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.632368
"[38, 35, 41]",80,"['a8:a7:95:20:0e:ad', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.643537
"[37, 38, 36]",75,"['48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.667836
"[33, 37, 40]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.687281
"[36, 33, 35]",148,"['ac:e0:10:7f:b5:2d', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.697709
"[37, 39, 44]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:47:28.708295
"[33, 34, 37]",78,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.718884
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.729368
"[37, 38, 41]",96,"['48:e2:44:92:3a:25', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.740901
"[32, 40, 43]",147,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.751390
"[33, 34, 40]",144,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:47:28.761769
"[37, 37, 36]",145,"['ac:e0:10:7f:b6:3b', '48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:47:28.772413
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:47:28.782618
"[38, 35, 41]",80,"['a8:a7:95:20:0e:ad', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:47:28.793257
