SNRs,Gid,addrs,bssid,time 
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:05.799144
"[41, 44, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:05.802894
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:05.813078
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:05.823175
"[37, 44, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.833690
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:05.854207
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:05.864188
"[41, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:05.877450
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:05.887661
"[36, 44, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.898513
"[36, 44, 34]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.901301
"[34, 34, 39]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:05.904776
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.917912
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:05.928194
"[33, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:05.939379
"[37, 44, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.950177
"[34, 40, 35]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:05.965701
[35],47,['ac:e0:10:7f:a6:e5'],18:64:72:7e:a8:70,2016-07-14T11:46:05.971672
[41],45,['ac:e0:10:7f:a6:e9'],18:64:72:7e:a8:70,2016-07-14T11:46:05.972946
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:05.975365
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:05.986052
"[37, 35, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:05.996362
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.003778
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.014272
"[34, 40, 35]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.034575
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.038434
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.048767
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.059413
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.069561
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.080338
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.100658
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.115186
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.126805
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.136579
"[41, 44, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.147294
"[37, 35, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.157679
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.167649
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.181271
"[33, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.201628
"[36, 34, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.208696
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.221702
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.232033
"[36, 39, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.247690
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.267205
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.277502
"[34, 41, 39]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.286083
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.296428
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.306253
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.320492
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.330582
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.342173
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.362352
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.372608
"[41, 39, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.385594
"[34, 34, 35]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.395749
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.399455
"[34, 34, 39]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.411204
"[33, 33, 43]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.413383
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.417052
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.428708
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.439694
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.450448
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.461388
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.471652
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.482171
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.495825
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.515992
"[37, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.526526
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.539169
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.542509
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.545839
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.574559
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.588555
"[33, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.599524
"[33, 35, 40]",64,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.610306
"[33, 36, 42]",65,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.615258
[36],47,['ac:e0:10:7f:a6:e5'],18:64:72:7e:a8:70,2016-07-14T11:46:06.620868
[37],54,['ac:e0:10:7f:b5:2d'],18:64:72:7e:a8:70,2016-07-14T11:46:06.623079
[42],51,['ac:e0:10:7f:b6:03'],18:64:72:7e:a8:70,2016-07-14T11:46:06.625082
[41],45,['ac:e0:10:7f:a6:e9'],18:64:72:7e:a8:70,2016-07-14T11:46:06.626226
[40],46,['a8:a7:95:20:0e:ad'],18:64:72:7e:a8:70,2016-07-14T11:46:06.626856
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.628114
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.638131
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.648396
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.658559
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.669666
"[32, 40, 35]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.679663
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.686201
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.705448
"[34, 33, 35]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.715391
"[36, 39, 34]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.723379
"[37, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.743930
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.754124
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.764965
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.775457
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.786161
"[38, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.794797
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.804849
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.815344
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.834999
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.854709
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.860784
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.870918
"[33, 34, 43]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.891559
"[34, 34, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:06.894891
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.898612
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.908683
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.919027
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:06.937475
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:06.947629
"[33, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:06.960001
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.976077
"[33, 40, 35]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.986656
"[33, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:06.992754
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:06.996617
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.006654
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.018516
"[33, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:07.027587
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.062324
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.072326
"[33, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.083365
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:07.093747
"[41, 39, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:07.106816
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.117099
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.127324
"[35, 43, 34]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.132831
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:07.152583
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.172664
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:07.182974
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.193513
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.215908
"[32, 37, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.225904
"[33, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.242683
"[34, 33, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:07.253201
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:46:07.263341
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.273504
"[33, 37, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.283603
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.293952
"[37, 37, 37]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:46:07.309357
"[37, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.330969
"[41, 43, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:46:07.335076
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:46:07.347887
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.358087
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:46:07.380557
"[33, 37, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:46:07.390686
